Date,fdate,CHETURN_AR_1,CHETURN_AR_2,CHETURN_AR_3,CHETURN_AR_4,CHETURN_AR_5,CHETURN_TR_1,CHETURN_TR_2,CHETURN_TR_3,CHETURN_TR_4,CHETURN_TR_5,CHETURN_AR_Sig,CHETURN_TR_Sig,CHETURN_AR_130,CHETURN_TR_130,CHETURN_TR_BP,CHETURN_TR_LO,CHETURN_CAR_1,CHETURN_CAR_2,CHETURN_CAR_3,CHETURN_CAR_4,CHETURN_CAR_5,CHETURN_CTR_1,CHETURN_CTR_2,CHETURN_CTR_3,CHETURN_CTR_4,CHETURN_CTR_5,CHETURN_CAR_LS,CHETURN_CTR_LS,CHETURN_CAR_SW,CHETURN_CTR_SW,CHETURN_CTR_BP,CHETURN_CTR_LO,CHETURN_CXR_LO,CHETURN_CTR_13,CHETURN_CADD,CHETURN_CTDD
2019/11/30,2019/10/31,-2.13%,0.76%,0.07%,1.12%,-0.84%,2.16%,5.57%,4.21%,4.12%,2.61%,-1.22%,-1.63%,-4.30%,0.34%,3.75%,0.83%,102,118,91,136,92,438,351,382,334,351,-12.33%,-21.41%,6.97%,15.24%,266.7%,522.1%,79.40%,547.7%,-9.95%,-13.49%
2019/12/31,2019/11/30,-0.68%,1.01%,-0.36%,-0.46%,0.76%,2.15%,3.64%,2.10%,2.81%,3.18%,0.35%,0.72%,0.80%,5.53%,2.79%,5.31%,101,119,90,136,93,447,364,390,344,362,-11.07%,-20.59%,7.34%,16.07%,276.9%,555.2%,83.92%,583.5%,-9.64%,-12.86%
2020/01/31,2019/12/31,0.58%,0.41%,-1.47%,-1.06%,-1.49%,0.51%,2.56%,-1.25%,-2.45%,-0.71%,0.40%,-0.72%,1.72%,-3.73%,0.06%,-3.52%,102,119,89,134,91,450,373,385,335,360,-12.91%,-21.56%,7.77%,15.24%,277.2%,532.1%,77.34%,558.0%,-9.28%,-13.49%
2020/02/29,2020/01/31,-1.50%,1.98%,0.84%,-1.69%,-1.90%,-8.50%,-6.87%,-5.86%,-10.41%,-8.45%,-0.76%,0.15%,-2.57%,-8.12%,-8.00%,-8.17%,100,122,90,132,90,411,348,362,300,329,-13.26%,-21.52%,6.96%,15.42%,247.0%,480.5%,77.06%,504.6%,-9.97%,-13.36%
2020/03/31,2020/02/29,-2.72%,-1.91%,-0.24%,1.33%,-3.90%,-14.51%,-12.53%,-10.36%,-16.26%,-15.27%,1.00%,-2.31%,-3.11%,-26.20%,-13.57%,-25.51%,97,119,90,134,86,352,304,325,252,279,-14.28%,-22.12%,8.03%,12.75%,199.9%,332.4%,55.92%,346.2%,-9.07%,-15.36%
2020/04/30,2020/03/31,0.65%,0.20%,-1.11%,-0.14%,1.47%,13.82%,14.78%,11.97%,11.90%,13.28%,5.24%,6.12%,10.37%,27.95%,13.44%,26.11%,98,120,89,134,87,400,349,363,281,316,-13.58%,-22.55%,13.69%,19.66%,240.2%,445.4%,75.69%,470.9%,-4.30%,-10.18%
2020/05/31,2020/04/30,-2.23%,0.70%,-1.42%,-0.89%,0.02%,3.80%,8.28%,4.57%,3.90%,4.79%,0.54%,0.01%,0.65%,7.56%,5.40%,7.55%,96,120,87,132,87,416,378,380,292,331,-11.64%,-21.78%,14.31%,19.66%,258.6%,486.5%,79.47%,514.0%,-3.78%,-10.17%
2020/06/30,2020/05/31,0.12%,3.16%,-1.24%,-3.78%,-2.69%,2.69%,6.25%,1.58%,-1.68%,-0.70%,0.57%,0.81%,2.08%,8.12%,2.43%,7.87%,96,124,86,127,85,427,402,386,288,329,-14.11%,-24.44%,14.96%,20.64%,267.3%,532.7%,89.23%,563.8%,-3.23%,-9.44%
2020/07/31,2020/06/30,1.54%,-2.24%,-1.88%,-1.72%,0.26%,7.91%,6.03%,2.76%,4.37%,5.51%,5.96%,5.05%,8.14%,10.68%,5.73%,9.16%,97,121,85,125,85,461,426,397,300,347,-15.21%,-26.25%,21.81%,26.73%,288.3%,590.7%,95.73%,634.7%,0.00%,-4.86%
2020/08/31,2020/07/31,-0.55%,1.49%,-3.59%,-2.17%,-2.04%,8.84%,10.52%,3.58%,4.22%,4.57%,-0.29%,-0.80%,-3.45%,4.26%,7.38%,4.50%,97,123,82,123,83,501,471,411,313,363,-16.47%,-29.40%,21.45%,25.72%,317.0%,621.8%,90.10%,666.0%,-0.29%,-5.63%
2020/09/30,2020/08/31,0.07%,-2.01%,2.05%,-0.16%,0.35%,-3.62%,-4.95%,-1.72%,-3.10%,-2.64%,0.00%,-0.08%,1.12%,-3.51%,-3.61%,-3.48%,97,121,83,122,84,483,447,404,303,353,-16.24%,-28.71%,21.46%,25.61%,301.9%,596.7%,90.35%,639.2%,-0.29%,-5.71%
2020/10/31,2020/09/30,1.15%,0.53%,-1.62%,-1.54%,2.27%,-1.73%,-2.52%,-1.98%,-3.36%,-0.46%,0.56%,0.74%,-2.03%,1.29%,-2.11%,1.07%,98,121,82,120,86,475,436,396,293,352,-15.30%,-27.81%,22.14%,26.54%,293.4%,604.1%,96.41%,648.7%,0.00%,-5.00%
2020/11/30,2020/10/31,0.74%,-1.67%,1.09%,0.28%,1.93%,13.95%,11.25%,13.89%,11.11%,11.05%,-3.72%,-4.20%,-3.05%,17.65%,12.26%,18.91%,99,119,83,121,87,541,485,451,325,391,-14.29%,-29.90%,17.59%,21.23%,341.6%,737.2%,109.5%,780.9%,-3.72%,-8.99%
2020/12/31,2020/11/30,-1.48%,-0.27%,-0.76%,1.54%,-1.43%,4.20%,5.71%,4.28%,5.92%,1.96%,0.53%,-0.30%,-0.78%,8.32%,4.57%,8.42%,97,119,82,123,86,564,513,470,345,398,-14.25%,-31.47%,18.21%,20.86%,361.8%,807.7%,117.5%,854.2%,-3.22%,-9.27%
2021/01/31,2020/12/31,0.33%,-1.19%,-0.47%,-4.32%,0.91%,0.28%,-0.01%,0.10%,-3.55%,0.30%,2.63%,1.88%,6.85%,13.72%,-0.12%,13.16%,98,118,82,117,87,565,513,471,332,400,-13.76%,-31.45%,21.32%,23.14%,361.3%,927.2%,146.4%,985.2%,-0.67%,-7.56%
